2297, 1433, 1047
2297, 1421, 1010
2316, 1450, 1061
2314, 1436, 1048
2325, 1430, 1020
2317, 1431, 1009
2324, 1423, 990
2316, 1411, 997
2312, 1434, 1074
2301, 1440, 1079
2298, 1451, 1089
2307, 1441, 1043
2302, 1437, 1063
2290, 1445, 1077
2296, 1447, 1055
2300, 1431, 1021
2296, 1424, 1016
2303, 1446, 1058
2300, 1446, 1091
2308, 1437, 1065
2317, 1451, 1092
2316, 1445, 1083
2316, 1435, 1071
2326, 1438, 1068
2334, 1444, 1046
2319, 1457, 1054
2310, 1494, 1135
2306, 1477, 1093
2312, 1473, 1096
2298, 1465, 1083
2300, 1461, 1083
2304, 1461, 1068
2301, 1450, 1029
2307, 1450, 1045
2302, 1445, 1050
2298, 1457, 1057
2320, 1445, 1035
2316, 1449, 1041
2318, 1455, 1032
2324, 1445, 1038
2322, 1439, 1050
2311, 1453, 1061
2300, 1452, 1074
2294, 1460, 1090
2293, 1471, 1104
2314, 1464, 1095
2308, 1457, 1091
2312, 1455, 1070
2314, 1451, 1058
2313, 1449, 1052
2309, 1444, 1036
2308, 1451, 1088
2316, 1445, 1091
2311, 1457, 1088
2306, 1463, 1100
2308, 1459, 1074
2306, 1458, 1103
2308, 1448, 1091
2313, 1445, 1080
2317, 1442, 1053
2310, 1443, 1035
2306, 1430, 1035
2299, 1424, 1041
2307, 1422, 1042
2307, 1406, 1022
2305, 1418, 1042
2289, 1432, 1051
2295, 1430, 1017
2306, 1444, 1021
2306, 1442, 1030
2303, 1446, 1028
2307, 1445, 1069
2302, 1439, 1045
2302, 1436, 1044
2287, 1394, 997
2288, 1437, 1085
2292, 1476, 1094
2284, 1461, 1071
2290, 1463, 1090
2299, 1401, 1000
2287, 1364, 946
2295, 1370, 947
2277, 1380, 999
2288, 1366, 967
2280, 1360, 938
2276, 1353, 913
2283, 1345, 921
2301, 1325, 880
2301, 1317, 852
2320, 1312, 856
2316, 1325, 916
2315, 1355, 949
2309, 1377, 969
2316, 1404, 1002
2313, 1422, 1055
2311, 1390, 977
2306, 1380, 946
2302, 1433, 983
2276, 1413, 1007
2258, 1427, 1035
2251, 1426, 1047
2271, 1476, 1060
2291, 1513, 1078
2295, 1508, 1065
2341, 1473, 987
2358, 1458, 970
2368, 1465, 1001
2353, 1447, 958
2361, 1441, 931
2358, 1434, 945
2355, 1427, 933
2353, 1403, 926
2367, 1397, 908
2359, 1394, 892
2375, 1400, 889
2379, 1409, 913
2340, 1425, 975
2321, 1409, 963
2316, 1389, 933
2296, 1390, 927
2310, 1398, 973
2315, 1403, 971
2299, 1416, 991
2311, 1435, 1038
2298, 1434, 1024
2284, 1432, 1028
2291, 1429, 1001
2300, 1422, 993
2301, 1416, 986
2299, 1431, 1019
2289, 1430, 1005
2282, 1428, 1010
2285, 1424, 1014
2285, 1422, 1005
2292, 1417, 978
2283, 1425, 1001
2291, 1423, 1013
2304, 1425, 990
2312, 1420, 1001
2321, 1426, 988
2311, 1416, 985
2305, 1417, 988
2309, 1408, 1001
2311, 1413, 997
2295, 1405, 999
2303, 1404, 983
2299, 1416, 1019
2293, 1410, 1005
2309, 1411, 1005
2304, 1421, 1025
2287, 1436, 1078
2285, 1432, 1041
2259, 1433, 1043
2270, 1432, 1075
2280, 1421, 1058
2281, 1426, 1063
2295, 1428, 1061
2299, 1425, 1044
2307, 1417, 1029
2310, 1413, 1021
2316, 1403, 978
2318, 1388, 937
2327, 1391, 931
2325, 1385, 919
2328, 1392, 922
2331, 1392, 939
2331, 1400, 957
2327, 1381, 940
2327, 1373, 938
2322, 1380, 947
2322, 1392, 948
2329, 1396, 949
2320, 1409, 966
2323, 1395, 946
2334, 1401, 942
2342, 1401, 963
2342, 1415, 982
2352, 1398, 954
2347, 1388, 942
2351, 1380, 939
2333, 1388, 935
2336, 1399, 932
2327, 1408, 951
2320, 1407, 957
2319, 1396, 952
2312, 1399, 963
2313, 1396, 955
2323, 1390, 949
2316, 1403, 970
2326, 1408, 984
2326, 1421, 1010
2274, 1395, 1134
2260, 1397, 1149
2232, 1374, 1174
2202, 1363, 1244
2178, 1349, 1202
2154, 1345, 1161
2122, 1327, 1156
2108, 1337, 1166
2131, 1343, 1136
2124, 1338, 1229
2109, 1341, 1303
2094, 1338, 1279
2137, 1335, 1220
2134, 1343, 1282
2137, 1351, 1269
2111, 1351, 1278
2128, 1364, 1270
2046, 1336, 1236
2068, 1339, 1225
2113, 1355, 1194
2159, 1357, 1122
2219, 1366, 1014
2215, 1372, 1059
2216, 1361, 1021
2279, 1372, 965
2160, 1351, 1047
2049, 1329, 1195
2081, 1350, 1175
2089, 1359, 1142
2107, 1361, 1164
2095, 1355, 1146
2072, 1357, 1168
2062, 1369, 1252
2085, 1378, 1271
2079, 1384, 1346
2065, 1366, 1272
2132, 1422, 1307
2175, 1473, 1340
2206, 1513, 1389
2250, 1536, 1295
2271, 1543, 1223
2281, 1524, 1198
2288, 1498, 1166
2295, 1475, 1138
2301, 1460, 1082
2306, 1451, 1049
2312, 1469, 1126
2319, 1462, 1094
2312, 1447, 1072
2319, 1443, 1057
2307, 1436, 1035
2303, 1436, 1047
2297, 1436, 1094
2288, 1432, 1086
2292, 1419, 1060
2287, 1419, 1056
2282, 1431, 1054
2283, 1440, 1048
2279, 1441, 1049
