2939, 546, 867
2934, 550, 893
2937, 550, 888
2948, 557, 865
2965, 547, 866
2955, 596, 907
2954, 612, 931
2959, 550, 896
2969, 511, 879
3058, 404, 940
3029, 429, 913
3123, 459, 855
3077, 498, 885
3039, 515, 895
3033, 514, 876
3008, 527, 893
2994, 527, 899
3179, 550, 823
3123, 548, 841
3079, 541, 845
3207, 545, 800
3140, 555, 821
3085, 540, 830
3190, 545, 795
3139, 546, 826
3093, 548, 840
3062, 561, 866
3035, 553, 860
3011, 571, 898
2995, 562, 912
2982, 564, 922
2975, 545, 898
2954, 557, 895
2945, 565, 926
2935, 565, 921
2932, 564, 905
2930, 552, 901
2928, 548, 917
2928, 553, 920
2923, 541, 904
2936, 536, 893
3080, 538, 826
3049, 549, 840
3034, 555, 853
3007, 549, 864
2989, 561, 871
2991, 560, 883
2989, 560, 896
2992, 556, 895
2997, 551, 893
2996, 544, 877
2988, 554, 880
2969, 558, 866
2968, 547, 864
2953, 546, 864
2944, 565, 897
2936, 562, 892
2937, 564, 912
2931, 554, 908
2938, 560, 917
2942, 500, 869
2944, 508, 879
2949, 426, 853
2952, 466, 869
2946, 482, 882
2954, 435, 842
2960, 468, 836
2952, 481, 851
2946, 433, 836
2951, 453, 842
3056, 484, 795
3019, 435, 789
2999, 452, 811
2981, 487, 820
2970, 502, 832
2965, 520, 835
2963, 513, 842
2952, 520, 832
2960, 540, 852
2952, 557, 856
2959, 557, 858
2963, 559, 868
2952, 572, 885
2964, 565, 886
2964, 571, 902
2965, 588, 901
2962, 493, 858
2958, 529, 894
2957, 528, 893
2957, 536, 903
2951, 537, 898
2945, 545, 891
2938, 461, 856
2940, 492, 879
2937, 502, 888
2940, 506, 892
2931, 512, 882
2934, 517, 895
2939, 531, 900
2942, 545, 910
2946, 557, 904
2949, 551, 899
2953, 563, 915
2951, 567, 897
2953, 568, 896
2956, 563, 883
2952, 568, 910
2958, 584, 916
2950, 577, 892
2937, 578, 897
2932, 575, 897
2940, 565, 904
2943, 568, 909
2953, 576, 907
2962, 574, 904
2955, 568, 905
2957, 574, 900
2962, 582, 894
2967, 581, 894
2960, 579, 905
2953, 582, 901
2952, 582, 917
2955, 587, 924
2957, 595, 920
2949, 589, 919
2952, 573, 916
2947, 580, 903
2948, 578, 896
2942, 569, 886
2943, 569, 884
2939, 571, 883
2947, 566, 873
2939, 568, 895
2943, 570, 889
2955, 560, 873
2959, 552, 888
2957, 563, 875
2960, 538, 869
2956, 556, 895
2951, 558, 911
2961, 476, 854
2970, 456, 848
2957, 453, 849
2967, 506, 883
2959, 530, 872
2944, 541, 868
2956, 554, 878
2950, 573, 874
2944, 572, 872
2942, 510, 867
2953, 533, 863
2951, 550, 895
2947, 532, 898
2943, 495, 896
2947, 504, 887
2950, 524, 878
2957, 519, 876
2952, 549, 895
2955, 553, 883
2949, 559, 882
2941, 562, 889
2947, 551, 873
2957, 552, 885
2961, 558, 892
2949, 545, 886
2951, 544, 889
2955, 535, 890
2966, 533, 882
2960, 539, 902
2970, 542, 900
2966, 546, 882
2965, 554, 879
2970, 565, 898
2963, 560, 911
2965, 552, 901
2960, 548, 895
2961, 552, 899
2954, 544, 904
2960, 557, 884
2956, 554, 898
2956, 552, 884
2962, 562, 887
2958, 559, 909
2958, 555, 906
2949, 547, 907
2958, 550, 881
2954, 548, 875
2951, 551, 895
2954, 551, 894
2953, 568, 890
3064, 554, 824
3036, 559, 838
3009, 556, 872
2991, 548, 874
2973, 541, 889
2961, 530, 869
2951, 538, 868
2945, 530, 875
2946, 539, 875
2941, 552, 869
2929, 550, 876
2951, 546, 880
2967, 546, 880
2966, 554, 904
2972, 542, 901
2970, 533, 884
2965, 528, 896
2959, 526, 870
2950, 541, 881
2968, 545, 889
2966, 547, 892
2957, 550, 909
2953, 547, 904
2952, 530, 900
2958, 531, 896
2964, 546, 884
2971, 556, 894
2965, 559, 904
2972, 576, 911
2969, 593, 925
2957, 568, 930
2947, 529, 898
2934, 513, 895
2935, 522, 904
2939, 517, 898
2928, 528, 889
2939, 526, 880
2945, 532, 881
2940, 539, 896
2943, 544, 890
2954, 542, 882
2958, 544, 880
2948, 537, 886
2943, 526, 884
2955, 532, 882
2961, 535, 882
2955, 502, 858
2947, 481, 843
2946, 435, 821
2940, 354, 792
2950, 398, 827
2952, 438, 837
2947, 476, 858
2938, 463, 847
2941, 474, 840
2940, 487, 866
2943, 513, 896
2943, 536, 908
2960, 538, 895
2963, 536, 881
